_mb_row_id,Municipio,Categoria,Nome,Endereco,Latitude,Longitude
53,João Pessoa,Educação,EEEF ANA HIGINA,"R. Dezenove de Março, S/N - Baixo Roger, João Pessoa - PB, 58020-340",-7.11050480,-34.87784620
54,João Pessoa,Educação,EEEF ANTONIO PESSOA,"Av. Beaurepaire Rohan, 149 - Centro, João Pessoa - PB, 58010-000",-7.11994026,-34.88711370
55,João Pessoa,Educação,EEEF AZORCERIZ PIRES FERREIRA,"R. Isabel Medeiros Correia - Alto do Céu, João Pessoa - PB, 58027-653",-7.09282501,-34.86441833
56,João Pessoa,Educação,EEEF CASTRO PINTO,"Av. Cruz das Armas, 1096 - Cruz das Armas, João Pessoa - PB, 58085-000",-7.14179333,-34.89017412
57,João Pessoa,Educação,Escola Estadual de Ensino Fundamental Profa. Claudina Mangueira de Moura,"R. Carteiro Francisco Inácio do Rêgo Filho - Conj. Ivan Bichara, João Pessoa - PB, 58090-570",-7.13683571,-34.91399307
58,João Pessoa,Educação,EEEF DOMENICA ANDREA MAGLIANO,"SITIO MUMBABA S/N - Distrito Industrial, PB, 58082-800",-7.18425894,-34.90699448
59,João Pessoa,Educação,EEEFM. DR. OTAVIO NOVAIS,"AVENIDA SANTOS STANISLAU, R. Zulmira Novais, 1255, João Pessoa - PB, 58088-540",-7.15791116,-34.90606683
60,João Pessoa,Educação,Escola Estadual de Ensino Fundamental Epitácio Pessoa,"Av. Monsenhor Walfredo Leal, s/n - Tambiá, João Pessoa - PB, 58020-540",-7.11540911,-34.87746143
61,João Pessoa,Educação,EEEF FRANCISCO CAMPOS,"R. Bourgueville, S/N - Anatólia, João Pessoa - PB, 58052-080",-7.15057091,-34.84492660
62,João Pessoa,Educação,EEEF FREI MARTINHO,"Av. Des. Novais, S/N - Cruz das Armas, João Pessoa - PB, 58085-450",-7.14282902,-34.88986358
63,João Pessoa,Educação,EEEF GUSTAVO CAPANEMA,"R. Adão Viana da Rosa, S/N - Grotão, João Pessoa - PB, 58079-846",-7.19036141,-34.88417966
64,João Pessoa,Educação,ESCOLA ESTADUAL HENRIQUE DIAS,"RUA CARLOS BORROMEU RIBEIRO SEM NUMERO - Alto do Mateus, João Pessoa - PB, 58090-280",-7.14271741,-34.91335286
65,João Pessoa,Educação,EEEF IRMA SEVERINA CAVALCANTE SOUTO,"R. Rodrigues Chaves, S/N - Centro, João Pessoa - PB, 58011-040",-7.12499201,-34.88543688
66,João Pessoa,Educação,EEEF ISABEL MARIA DAS NEVES,"Av. João Machado, 484 - Centro, João Pessoa - PB, 58013-520",-7.12623331,-34.88027753
67,João Pessoa,Educação,EEEF JOAQUIM NABUCO,"R. Frei Vicente Salvador, S/N - Costa e Silva, João Pessoa - PB, 58081-130",-7.17408491,-34.89563030
68,João Pessoa,Educação,EEEF JOSE VIEIRA,"R. Abdias Gomes de Almeida, S/N - Tambauzinho, João Pessoa - PB, 58042-100",-7.12195866,-34.84459128
69,João Pessoa,Educação,EEEF PADRE AZEVEDO,"Av. Vasco da Gama, 909 - Jaguaribe, João Pessoa - PB, 58015-180",-7.13608256,-34.87870435
70,João Pessoa,Educação,EEEF PADRE CICERO ROMAO BATISTA,"R. Jose Betanio, S/N - Mandacaru, João Pessoa - PB, 58027-587",-7.09378540,-34.86109900
71,João Pessoa,Educação,EEEF PADRE JOÃO FELIX,"R. Porto do Capim - Varadouro, João Pessoa - PB, 58010-570",-7.11084086,-34.88956073
72,João Pessoa,Educação,EEEF PLACIDO DE CASTRO,"R. Plácido de Castro, 687 - Oitizeiro, João Pessoa - PB, 58088-590",-7.15457126,-34.90051380
73,João Pessoa,Educação,EEEF PROFª MARIA DE FATIMA SOUTO,"R. José Gomes de Souza, S/N - Mangabeira I, João Pessoa - PB, 58055-420",-7.16422451,-34.84085070
74,João Pessoa,Educação,EEEFM PROFª MARIA GENY DE SOUSA TIMOTEO,"Av. Monsenhor Walfredo Leal, 551 - Tambiá, João Pessoa - PB, 58020-540",-7.11703626,-34.87308463
75,João Pessoa,Educação,EEEF PROF MATEUS RIBEIRO,"R. Bom Jesus, 526 - Varjão, João Pessoa - PB, 58070-060",-7.14819541,-34.87075935
76,João Pessoa,Educação,EEEF PROFª ARGENTINA PEREIRA GOMES,"Av. Camilo De Holanda, SN - Centro, João Pessoa - PB, 58013-360",-7.12192021,-34.87610786
77,João Pessoa,Educação,EEEF PROFESSOR JOAO JOSE DA COSTA,"Av. Barão de Mamanguape, 199 - Torre, João Pessoa - PB, 58040-330",-7.12153651,-34.86227900
78,João Pessoa,Educação,EEEF Professora Antônia Rangel de Farias,"Av. Júlia Freire, S/N - Torre, João Pessoa - PB, 58040-040",-7.12126952,-34.86004233
79,João Pessoa,Educação,EEEF PROFESSORA DAGMAR MENDONCA LIMEIRA,"AV, R. Domingos José da Paixão, 1465 - Muçumagro, João Pessoa - PB, 58066-100",-7.21588547,-34.83852735
80,João Pessoa,Educação,EEEF SÃO RAFAEL,"VILA - Av. São Rafael, 701 - Castelo Branco, João Pessoa - PB, 58050-630",-7.12879655,-34.84208003
81,João Pessoa,Educação,EEEFM Audiocomunicação,"Av. Fagundes Varela - Cidade Padre Ze, João Pessoa - PB, 58026-045",-7.10657000,-34.86801057
82,João Pessoa,Educação,EEEFM BENEDITA TARGINO MARANHAO,"R. Carpinteiro João José Seabra, S/N - Penha, João Pessoa - PB, 58047-050",-7.16302035,-34.80040543
83,João Pessoa,Educação,Escola Estadual Professor Geraldo Lafayette Bezerra,"R. Felinto de Arruda Escolástico, SN - Cristo Redentor, João Pessoa - PB, 58070-300",-7.15476636,-34.87740403
84,João Pessoa,Educação,EEEF DES BOTO DE MENEZES,"R. Profa. Rita Miranda, 318 - Treze de Maio, João Pessoa - PB, 58025-280",-7.11145904,-34.86298619
85,João Pessoa,Educação,EEEF DES BRAZ BARACUHY,"R. Escritor Gilberto Amado, SN - Castelo Branco, João Pessoa - PB, 58050-500",-7.13086571,-34.84781420
86,João Pessoa,Educação,EEEFM DOMINGOS JOSE DA PAIXAO,"R. João Paulo II - Lot. Quintas de Gramame, João Pessoa - PB, 58066-154",-7.21806692,-34.83490013
87,João Pessoa,Educação,Escola Estadual Padre Miguelinho,"Av. da Fraternidade, S/N - Cristo Redentor, João Pessoa - PB, 58070-310",-7.15495681,-34.88410333
88,João Pessoa,Educação,EEEFM GONÇALVES DIAS,"R. Humberto Paiva de Carvalho, S/N - Cristo Redentor, João Pessoa - PB, 58070-330",-7.15207644,-34.87905948
89,João Pessoa,Educação,EEEFM GRACILIANO RAMOS,"R. Cel. Benevenuto Gonçalves da Costa - Mangabeira, João Pessoa - PB, 58056-020",-7.17245001,-34.83486180
90,João Pessoa,Educação,Escola Estadual de Educação Infantil e Ensino Fundamental Padre Roma,"Conj. Altiplano Cabo Branco, João Pessoa - PB",-7.13446126,-34.82788883
91,João Pessoa,Educação,EEEFM PROFª DÉBORA DUARTE,"Rua Adrísio Mota de Sousa, 54 - Cidade dos Funcionários II, João Pessoa - PB, 58078-030",-7.17819521,-34.88812086
92,João Pessoa,Educação,EEEFM SANTOS DUMONT,"R. das Indústrias, S/N - Bairro das Indústrias, João Pessoa - PB, 58083-050",-7.17677531,-34.91724520
